"Date","daily_AirTemp_C","daily_RH_percent","daily_Rain_Total_mm","daily_WindSpeed_Average_m_s","daily_WindDir_degrees","daily_ShortwaveRadiationDown_Average_W_m2","daily_InfraredRadiationDown_Average_W_m2","daily_PAR_Average_umol_s_m2"
2018-10-19,11.7575305555556,78.3700416666667,0,1.51832777777778,212.972379166667,11.0791576388889,398.316458333333,340.32206993007
2018-10-20,15.2662453111111,66.8474722222222,0.762,2.41127152777778,107.961604166667,7.01505763888889,405.122430555556,155.893861420613
2018-10-21,7.25487986111111,56.4282569444444,0,2.90565486111111,172.962134027778,12.1519277777778,387.518402777778,340.034103424179
2018-10-22,7.89788333333333,73.8378611111111,0,1.72736736111111,215.982823611111,10.9061493055556,384.456875,316.35334241789
2018-10-23,13.5211439055556,50.1823402777778,0,2.60278472222222,150.55854375,10.00689375,393.418124523212,322.280502442428
2018-10-24,9.14846875,61.0515208333333,0,2.82500069444444,251.033825694444,11.4306138888889,385.016125410862,324.325102581996
2018-10-25,6.64826805555556,80.0907222222222,0,1.46990347222222,227.623523611111,9.05212847222222,371.442988680819,225.379161785216
2018-10-26,6.51737083333333,93.8144861111111,27.94,1.15181875,193.080452083333,3.01530625,379.372291666667,40.8314111111111
2018-10-27,10.0050263888889,82.4712291666667,0.254,2.35135,154.988136111111,4.05487291666667,386.535972222222,157.440832869081
2018-10-28,11.0175347222222,70.4561388888889,3.302,1.99640208333333,154.938641666667,6.09468680555556,384.373611111111,181.096793055556
2018-10-29,11.1238729166667,55.2652152777778,0,2.37731875,145.360104861111,7.34002291666667,384.051458333333,260.82143256464
2018-10-30,11.3854051466667,73.2865763888889,0,1.89590138888889,214.007304166667,8.19254722222222,382.10922806305,304.917950314906
2018-10-31,16.6053432388889,72.1467430555556,0,1.65396180555556,194.079734722222,6.98027013888889,399.950123870065,270.720933054393
2018-11-01,16.8039634666667,89.6082986111111,1.524,2.79196527777778,224.977186111111,5.09345625,396.012916666667,156.614714584787
2018-11-02,16.0022152777778,93.2173888888889,11.684,2.97014444444444,195.249401388889,2.09567430555556,399.508169762524,66.7783182451253
2018-11-03,8.90438194444445,64.9157708333333,0,2.39648680555556,183.913413888889,9.81502430555556,380.540763888889,269.878810188416
2018-11-04,9.1762375,73.6777291666667,0.508,1.82204305555556,218.940618055556,7.65835,367.287151315454,280.741354501047
2018-11-05,13.1679835611111,97.0823611111111,1.016,1.45055347222222,235.117268055556,3.31508402777778,388.848472222222,113.073384027778
2018-11-06,14.4823627166667,92.6248680555556,5.08,1.84833541666667,198.804530555556,2.61365208333333,390.623194444444,61.7404756267409
2018-11-07,15.2340331944444,55.8222916666667,0,2.89276736111111,218.335376388889,6.00261180555556,389.623450780115,260.705542916957
2018-11-08,14.7784855333333,57.3523125,0,1.95450277777778,209.829445833333,5.0285625,389.584989690644,183.999824756606
2018-11-09,9.03104861111111,87.5083263888889,4.318,1.49103611111111,199.411375,2.79648263888889,378.45,47.6575577994429
2018-11-10,3.61860347222222,51.1160208333333,0,2.84432013888889,151.868541666667,9.79952708333333,367.828819444444,274.906446153846
2018-11-11,1.41513472222222,57.7103958333333,0,1.63065555555556,185.49625,8.59581319444444,359.51875,266.797914565826
2018-11-12,2.81564166666667,82.1256875,27.686,1.14703958333333,193.88776875,3.68438263888889,360.483611111111,57.0099951253482
2018-11-13,8.46624755555556,90.5586252616888,2.032,3.78576180555556,182.936500694444,2.55672361111111,367.566666666667,61.6651833333333
2018-11-14,5.06871875,65.5547847222222,0.254,2.06102708333333,201.114718055556,4.01959513888889,362.242847222222,94.6804472222222
2018-11-15,2.12112777777778,94.0866111111111,30.48,2.03665763888889,200.2986375,3.12419722222222,356.617361111111,38.3535520833333
2018-11-16,5.46865023333333,70.073375,0,2.62289166666667,141.594711805556,7.355775,359.453611111111,268.328140756303
2018-11-17,7.15255069444444,78.2944166666667,0,1.89351875,230.55644375,5.94927152777778,361.620069444444,250.297528341498
2018-11-18,7.38791388333333,90.6307638888889,0,1.41028194444444,228.686428472222,6.33099444444444,359.534097222222,219.903283309958
2018-11-19,11.6713632833333,77.7170138888889,0,1.87544583333333,183.809295833333,5.44205763888889,367.209791666667,207.020390363128
2018-11-20,9.09420557777778,64.1108263888889,0,2.22477013888889,163.153254166667,6.34902777777778,365.050508466233,221.599597357441
2018-11-21,7.12420972222222,54.6094791666667,0,2.97840069444444,172.256790277778,6.52008055555556,359.728187680842,243.645472689076
2018-11-22,6.29723819444444,63.5211944444444,0,2.49007708333333,191.775972222222,4.48172291666667,359.530280700913,190.507657362177
2018-11-23,-1.07903958333333,52.7600625,0,1.73744930555556,204.763277777778,4.54135138888889,350.891597222222,106.147380555556
2018-11-24,2.69712083333333,95.4210416666667,27.178,2.05575347222222,207.643975694444,3.72302361111111,351.097361111111,70.1686094839609
2018-11-25,11.0610209722222,78.8899861111111,0,1.85219513888889,187.684739583333,4.8473625,363.846068291847,213.263744591766
2018-11-26,9.41710408888889,76.4045555555556,0,2.83310208333333,166.388613194444,3.54901319444444,361.991111111111,120.569717361111
2018-11-27,1.93589652777778,63.5011041666667,0,3.50437430555556,158.846059027778,4.26089444444444,348.366736111111,101.603220905923
2018-11-28,-1.82002430555556,56.8661527777778,0,5.12334583333333,160.445786805556,7.54225972222222,339.535486111111,229.729629111267
2018-11-29,4.09545815555556,57.0236527777778,0,1.99246527777778,196.607813194444,4.92216180555556,347.341388888889,220.857707487754
2018-11-30,10.9977481666667,89.030073313783,3.302,1.58912847222222,186.528939583333,2.61677152777778,363.967451778733,93.6451084840056
2018-12-01,7.06866597222222,98.1055,4.572,1.44105555555556,236.625994444444,1.06919236111111,356.608928853271,26.5699909722222
2018-12-02,10.6864763333333,95.5389005602241,0.508,1.4878,210.784749305556,3.12506736111111,361.491319444444,101.769638075314
2018-12-03,10.7699013888889,52.3347361111111,0,2.49482361111111,152.631895833333,4.69295069444444,359.747638888889,198.356002094972
2018-12-04,4.66262569444444,62.3034652777778,0.254,2.05057152777778,160.807138194444,2.85751111111111,350.273263888889,67.3528844815588
2018-12-05,2.16629236111111,65.0288958333333,0,1.91769166666667,141.079415972222,4.51617083333333,345.180347222222,97.6408462073765
2018-12-06,2.12701875,56.63125,0,1.92676319444444,175.657463194444,5.71407013888889,341.682638888889,194.458455563331
2018-12-07,3.10089375,59.1079930555556,0,1.95780277777778,204.492343055556,5.26134930555556,343.972916666667,134.476830779944
2018-12-08,1.28836944444444,60.5198333333333,0,0.968161805555556,196.089772916667,4.64151666666667,340.830347222222,125.524441585535
2018-12-09,-2.11192152777778,89.2956805555555,0,2.58414375,244.122927777778,2.22809166666667,336.864097222222,17.3941027777778
2018-12-10,1.42875277777778,73.0532291666667,5.08,2.58333541666667,286.197731944444,9.23855,336.536458333333,209.259697560976
2018-12-11,1.42696666666667,52.9665694444444,0,2.52520208333333,150.545552777778,8.13145,331.434652777778,214.321263305322
2018-12-12,2.41743055555556,62.9947638888889,0,1.27071666666667,203.676894444444,6.68415138888889,330.101805555556,121.803455431755
2018-12-13,3.83438541666667,75.6394444444445,0,1.64303055555556,260.2905125,4.44922291666667,340.055486111111,92.2266316155989
2018-12-14,3.37035555555556,94.7184027777778,20.828,1.08430972222222,242.100232638889,1.72755416666667,342.093194444444,42.5032381944444
2018-12-15,6.17054166666667,99.6680555555556,18.542,1.88962013888889,263.313353472222,1.06848402777778,349.094930555556,44.48751875
2018-12-16,9.04467638888889,82.8836180555556,3.302,2.31212222222222,149.468694444444,2.23683680555556,355.295347222222,83.7664972105997
2018-12-17,9.18977152777778,53.5804791666667,0,2.43329166666667,145.744080555556,5.21431666666667,350.934791666667,207.965158963585
2018-12-18,5.14136458333333,56.2105972222222,0,3.2534625,230.527436805556,5.08370833333333,345.35125,207.836492997199
2018-12-19,4.95051527777778,77.7213541666667,0,1.67740625,268.043796527778,5.16380347222222,341.991736111111,180.765252616888
2018-12-20,9.20703965555555,93.4477988338192,31.242,1.31512013888889,218.888411805556,0.827352083333333,352.042986111111,30.8391
2018-12-21,13.5198285611111,92.8534300993124,7.62,3.67273402777778,182.270909027778,0.933272222222222,374.170154051053,38.2996027777778
2018-12-22,8.15861609555555,70.2178263888889,0,3.16234930555556,146.112127083333,3.00576180555556,350.076666666667,95.9216048951049
2018-12-23,7.96565347222222,62.3138263888889,0,2.40697152777778,153.588827083333,3.89551666666667,350.568263888889,186.931858339149
2018-12-24,6.52545902777778,55.7090763888889,0,2.54389513888889,136.291074305556,5.24294097222222,347.78375,188.401581818182
2018-12-25,4.94720623,69.2343194444444,0,1.40522569444444,223.085311111111,4.75295416666667,345.741180555556,186.308982554082
2018-12-26,3.75894306888889,80.0326111111111,0,1.66911041666667,253.806264583333,5.52918611111111,340.158125,206.78081372549
2018-12-27,4.3153875,80.4233055555556,0.508,1.336625,252.307653472222,2.78986388888889,343.237361111111,76.9818393602225
2018-12-28,9.37128312777778,99.6836909871245,35.814,1.3947125,210.013570833333,0.8595875,354.726041666667,28.5459944444444
2018-12-29,12.4176305511111,69.4386458333333,0,2.19769722222222,174.78865625,3.50595555555556,359.292430555556,164.039259259259
2018-12-30,8.30422638888889,73.1482013888889,0,1.29150486111111,222.710289583333,4.16138472222222,357.246736111111,151.515890363129
2018-12-31,9.45977569444444,98.4623611111111,2.032,1.56912361111111,225.343114583333,0.832815972222222,361.028402777778,33.9356201388889
2019-01-01,13.0855134277778,75.1103263888889,0,2.08490416666667,176.265002777778,2.45139305555556,381.354544573074,82.0488200138985
2019-01-02,6.53955208333333,86.1518958333333,1.016,1.79163958333333,233.4267625,2.07056319444444,356.442361111111,54.8410215277778
2019-01-03,8.35387013888889,82.9411041666667,2.54,2.25062222222222,152.630274305556,2.96673055555556,358.159583816421,86.9692529534399
2019-01-04,6.52505208333333,92.6932916666667,4.572,1.26764305555556,245.208226388889,1.18618194444444,354.804166666667,24.8834375
2019-01-05,9.08491618777778,70.9293680555556,1.016,2.57304722222222,143.298580555556,5.65085625,359.601404408504,213.822383810188
2019-01-06,9.52876524,63.3081458333333,0,2.24092986111111,190.150707638889,3.58655277777778,361.6762061944,104.561980364656
2019-01-07,5.84803472222222,67.1799791666667,0,1.97770416666667,217.411795138889,3.84786319444444,337.697350128348,111.529750869868
2019-01-08,13.0647425444444,66.4932291666667,0,1.85372222222222,180.189370833333,3.53840902777778,381.100259597303,196.976925227114
2019-01-09,6.46695373888889,46.3180208333333,0,2.87510347222222,144.441483333333,6.18634513888889,352.280896500928,242.777559049616
2019-01-10,-2.93971666666667,57.1809652777778,0,4.9474125,164.312069444444,7.45492986111111,337.765416666667,218.553582633053
2019-01-11,0.435161417777778,58.2373472222222,0,3.19404861111111,221.462188888889,6.01274166666667,332.670029778182,228.38078401122
2019-01-12,0.8428996,72.3825763888889,0,1.07645,202.332279166667,2.58382152777778,337.213958333333,44.5484090277778
2019-01-13,1.09323541666667,98.3346527777778,0,0.228009722222222,243.374206944444,3.00799236111111,336.645069444444,24.2712847222222
2019-01-14,2.78130416666667,95.6797222222222,7.62,0.499739583333333,198.311582638889,5.02712013888889,337.890277777778,91.4794486111111
2019-01-15,4.51622125888889,77.5270069444444,3.556,2.75437569444444,179.566965277778,7.33450833333333,337.747777777778,213.445217027216
2019-01-16,2.60839444444444,74.4995416666667,0,3.66945555555556,153.594305555556,7.1563625,337.142013888889,198.020495444989
2019-01-17,0.514041666666667,90.4618888888889,0,1.703825,213.528316666667,2.55006111111111,334.310902777778,47.8860645833333
2019-01-18,5.17874305555556,83.479,2.032,1.73901388888889,161.767324305556,4.46914166666667,343.993888888889,150.810715379262
2019-01-19,4.56048194444444,96.9661111111111,9.906,1.29540416666667,228.289784722222,1.12172083333333,342.408125,32.0087194444444
2019-01-20,1.41584375,67.0344166666667,5.08,3.64850208333333,155.037186805556,7.63851458333333,338.968125,244.994352694192
2019-01-21,-9.28963541666667,37.9212013888889,0,3.26737638888889,146.117236111111,8.77760416666667,317.526041666667,252.404638208537
2019-01-22,-4.75975625,39.6984583333333,0,1.98758958333333,204.136523611111,8.31389375,317.089375,259.145956552207
2019-01-23,3.48850416666667,76.0262222222222,3.81,2.50175625,205.588672222222,0.803804166666667,333.481597222222,32.7500625
2019-01-24,7.10538472222222,79.9610833333333,11.43,3.23091597222222,164.122763194444,6.44252777777778,353.343440450725,191.086292072323
2019-01-25,0.45864375,51.8537152777778,0,2.38265972222222,167.764142361111,7.46469097222222,332.211736111111,260.32971058164
2019-01-26,-0.180068055555556,53.4486458333333,0,2.08844444444444,162.004945833333,6.67330625,327.277638888889,197.404433869839
2019-01-27,2.26093194444444,63.4790902777778,0,1.94364236111111,169.674515277778,3.54778611111111,332.123676674049,107.409845296167
2019-01-28,3.18080555555556,61.1147986111111,0,1.77007916666667,205.553941666667,5.28547152777778,337.116388888889,248.073755927476
2019-01-29,1.37734861111111,63.4601458333333,2.286,2.08941111111111,168.603393055556,2.70523125,336.711533696074,58.0851861924686
2019-01-30,-5.73573958333333,44.8030208333333,0,2.52573611111111,153.555986805556,10.1634006944444,318.035486111111,259.776837648705
2019-01-31,-6.85993958333333,50.9790694444444,0,2.11410902777778,141.218024305556,9.30551111111111,310.716527777778,258.52178026592
2019-02-01,-0.309074305555556,67.3862847222222,0,1.55443125,156.738880555556,2.64296458333333,323.60106384254,64.7066553161918
2019-02-02,2.31899930555556,74.3883680555556,0,1.81256875,237.147859722222,8.45271805555556,323.624555460761,277.61466340098
2019-02-03,8.02535416666667,69.1058888888889,0,1.83644513888889,239.707939583333,6.19680486111111,337.728958333333,224.710147552448
2019-02-04,9.22579375,71.858625,0,2.30402638888889,285.410142361111,7.14343541666667,350.071230207634,291.586988811189
2019-02-05,14.9090849944444,69.7431736111111,0,2.59174305555556,198.562457638889,5.840525,388.612970931769,272.00161948143
2019-02-06,12.1743118055556,90.4394513888889,0,1.49673888888889,252.775036111111,2.08640347222222,375.947228259747,89.9336150627615
2019-02-07,16.4141764166667,93.2719375,3.81,1.51281944444444,230.511673611111,2.69244583333333,398.892993344133,122.868062893082
2019-02-08,10.3053996631579,46.6354666666667,0.254,3.2792786657401,150.650115357887,5.48347185545518,366.726468867938,216.866178148921
2019-02-09,-1.21318611111111,41.7252708333333,0,2.58040347222222,199.677485416667,10.31179375,310.132509819336,222.081732541899
2019-02-10,-1.67804166666667,53.1740833333333,0.254,1.44482916666667,193.62955,5.01652222222222,308.017582713498,123.905969295185
2019-02-11,2.29404513888889,98.350625,4.318,1.42957013888889,199.958166666667,3.33857222222222,326.472376713661,108.078335416667
2019-02-12,1.22142847222222,99.33625,12.446,1.18157083333333,213.766934027778,2.12700555555556,321.348460735115,53.9229902777778
2019-02-13,4.59110347222222,39.5200208333333,0,2.87258958333333,121.185530555556,11.4485125,337.504053780353,323.419160726765
2019-02-14,6.87266111111111,36.1725833333333,0,2.522275,166.067679166667,5.28277777777778,349.110141763194,195.884535240754
2019-02-15,10.6678527777778,52.2938680555556,0,2.02518125,180.877040277778,3.12803333333333,368.160317235325,130.047234722222
2019-02-16,3.74273333333333,78.7995625,10.668,2.21024791666667,232.61731875,7.88694791666667,348.868049782215,174.941382741823
2019-02-17,-0.2020625,88.0719861111111,3.048,1.30442083333333,193.326416666667,2.63365833333333,343.706111111111,58.1645344467641
2019-02-18,4.03476319444444,69.1673125,11.938,2.72232916666667,162.752283333333,8.11892222222222,334.826423151816,177.233140375261
2019-02-19,1.75339861111111,57.3812708333333,0,1.82826458333333,194.682115277778,6.31662152777778,346.218125,226.058187195546
2019-02-20,-0.769271527777778,99.3356944444444,3.302,1.59603550295858,209.153952662722,2.71274444444444,341.317361111111,43.4735611111111
2019-02-21,8.08405878236529,82.7699370188943,23.114,3.23451349072513,144.028492411467,6.01371875,354.477598736685,228.116414057063
2019-02-22,5.28766805555556,95.1782916666667,22.352,1.25621319444444,208.722274305556,1.33666319444444,353.747986111111,44.5743930555556
2019-02-23,2.39119652777778,98.8591666666667,18.288,1.25354791666667,221.550966666667,1.85119861111111,340.570416303313,51.6459076388889
2019-02-24,6.37949722222222,66.8738611111111,7.112,3.16172916666667,164.791099305556,11.6004125,353.270833333333,295.118738493724
2019-02-25,5.43567569444444,20.2848125,0,2.92629027777778,134.3444875,13.6389361111111,342.298412405459,375.8588
2019-02-26,6.85219444444444,37.3223263888889,0,2.14874930555556,192.564573611111,11.9657381944444,349.121518323797,357.188193706294
2019-02-27,3.81547361111111,58.6152430555556,0,1.64213680555556,221.117326388889,11.45669375,348.212514697119,287.059267319804
2019-02-28,9.99344517333333,62.8539722222222,1.016,2.47830694444444,176.831070833333,7.09485972222222,364.144236111111,262.900528262387
2019-03-01,1.75384791666667,99.1515972222222,14.986,1.25917916666667,212.7773625,1.950825,352.511319444444,35.1044590277778
2019-03-02,5.548625,79.0574097222222,0.254,3.28127986111111,185.915490972222,12.7459333333333,360.012916666667,389.002245296167
2019-03-03,3.58686666666667,92.4645347222222,10.668,1.65869583333333,194.717826388889,1.57884513888889,354.831666666667,32.2370805555556
2019-03-04,-0.202933333333333,61.6869166666667,0.254,3.38434027777778,147.242093055556,11.6601993055556,314.757034918047,314.162501045296
2019-03-05,-2.02373819444444,44.0629236111111,0,1.89588194444444,152.165993055556,15.7125166666667,342.335138888889,398.525434965035
2019-03-06,-3.81422083333333,42.3319791666667,0,2.37978263888889,146.991433333333,16.0937361111111,339.675,396.729982554082
2019-03-07,0.320986111111111,39.8591805555556,0,1.70366388888889,132.559911111111,9.04102569444444,345.174791666667,329.621729616725
2019-03-08,0.275034027777778,74.3618263888889,0,1.00100138888889,202.425555555556,3.435225,345.772777777778,73.4412229166667
2019-03-09,0.753652777777778,97.7408333333333,5.08,1.35454097222222,203.947486111111,2.95904930555556,346.561736111111,81.5740909722222
2019-03-10,10.5696576388889,67.4001875,2.794,1.71448472222222,168.656264583333,9.45292222222222,362.489583333333,340.662882475661
2019-03-11,10.5413118055556,30.7823055555556,0,1.937975,149.744803472222,6.03992638888889,361.337039617048,177.66449825784
2019-03-12,6.15988819444444,33.7821805555556,0,2.29037777777778,191.806958333333,14.3822305555556,345.340723059205,370.992013268156
2019-03-13,6.97595763888889,48.79125,0,2.13905972222222,232.010084027778,9.01206527777778,349.283563049612,326.874257322176
2019-03-14,13.0714868055556,65.9839166666667,0,2.50685069444444,201.769624305556,7.57864722222222,372.309816201623,300.594634027778
2019-03-15,16.3933541666667,62.8899930555556,0,2.71321597222222,162.823118055556,5.50513402777778,387.249749623279,155.905299581006
2019-03-16,6.97444791666667,32.2027291666667,0,2.96080902777778,154.01425,13.9670319444444,366.755833333333,403.519078266946
2019-03-17,5.50294236111111,39.9917638888889,0,2.2080625,195.293313194444,14.6182076388889,363.33,428.303240055827
2019-03-18,4.60887083333333,45.3259027777778,0,2.86942013888889,207.124499305556,13.8538715277778,361.869444444444,359.145641958042
2019-03-19,3.20181527777778,49.9119097222222,0,1.84898680555556,211.303293055556,15.3707097222222,359.002847222222,437.651693221523
2019-03-20,5.82366111111111,43.2561111111111,0,1.47508194444444,194.577438194444,14.4126972222222,358.035234898854,415.473745987439
2019-03-21,7.21043263888889,72.9017986111111,8.382,2.38560416666667,160.495181944444,8.34693055555556,350.463107106692,271.290408774373
2019-03-22,6.81262708333333,51.0897083333333,0,2.86453263888889,139.101228472222,11.7321597222222,362.670887776421,377.151082344731
2019-03-23,6.95108333333333,32.1622291666667,0,2.58066458333333,134.369747916667,15.59560625,365.371666666667,461.907628671329
2019-03-24,10.6731090277778,38.1359166666667,0,2.18049027777778,200.509661111111,11.2551236111111,372.736666666667,412.423588440111
2019-03-25,10.7604986111111,72.0905833333333,3.556,1.38796666666667,202.862343055556,3.88584444444444,376.560833333333,134.342199582754
2019-03-26,7.19592083333333,51.5868888888889,0,2.59104722222222,215.451906944444,15.4336840277778,364.016161070935,389.878719163763
2019-03-27,4.76377777777778,39.6997361111111,0,1.60670902777778,159.009931944444,17.1072125,364.262638888889,478.77751572327
2019-03-28,8.39398958333333,49.776375,0,2.02684305555556,220.469086805556,14.0656576388889,361.863910424095,459.934745289602
2019-03-29,14.2376934555556,46.349,0,2.13462708333333,193.985638194444,10.7074375,387.521791789635,403.480544250871
2019-03-30,15.6892555555556,49.2189375,0,3.04548402777778,210.603984722222,10.5760895833333,395.824426671915,379.032947771588
2019-03-31,9.08654236111111,51.9381666666667,0,3.33063055555556,132.251425694444,16.7479625,385.2025,472.760930313589
2019-04-01,2.28041805555556,40.7339513888889,0,2.00963541666667,150.942609722222,16.9321972222222,344.17687018857,489.207353105373
2019-04-02,3.52876527777778,49.7411458333333,0,1.24995416666667,166.108633333333,11.3546888888889,334.826032025843,241.563370551291
2019-04-03,11.2153333333333,42.0067777777778,0,2.21663958333333,156.322186111111,15.7124583333333,377.849213346473,498.331288407821
2019-04-04,14.5908583333333,38.3091597222222,0,2.29418958333333,224.351534722222,14.2161402777778,392.606209541542,479.213300694444
2019-04-05,10.2420715277778,86.8755972222222,11.176,1.27080416666667,187.301879166667,4.06807847222222,385.264791666667,132.566477083333
2019-04-06,13.7899444444444,81.4666527777778,0,1.34392013888889,164.722449305556,10.3708555555556,384.737491428634,385.499874651811
2019-04-07,14.2123958333333,95.1795,0.508,1.73675625,206.708555555556,4.58990902777778,396.466836617242,146.260313888889
2019-04-08,15.9578333333333,89.5811041666667,20.828,1.71606736111111,197.138457638889,6.21238333333333,400.66337080414,279.979712795549
2019-04-09,17.6058611111111,66.2908888888889,0,1.94401041666667,138.687326388889,11.2872173611111,405.532085138926,369.346986062718
2019-04-10,15.3179013888889,43.9559513888889,0,1.79442569444444,208.7410625,15.8987840277778,393.268184073386,532.83668226257
2019-04-11,16.8887152777778,49.6772916666667,0,2.12516319444444,197.044982638889,10.7175145833333,406.177101099158,343.474958246347
2019-04-12,16.4506736111111,94.0055486111111,4.826,2.31377152777778,198.8755625,2.42627847222222,408.43875,92.68195625
2019-04-13,15.5577916666667,87.8588263888889,13.716,1.27103541666667,175.176554166667,5.59985486111111,407.738798280524,181.159156097561
2019-04-14,16.8950208333333,98.0061527777778,47.244,2.78195208333333,185.556784027778,1.442925,403.607080056558,51.0629923611111
2019-04-15,9.28708115942029,60.0461884057971,1.524,2.77034275362319,128.33080942029,14.9051079710145,394.064202898551,407.043034959942
2019-04-16,11.5040236111111,54.4645833333333,0,2.63113888888889,185.937684027778,17.9628270833333,392.707222222222,540.788792597765
2019-04-17,19.2578298222222,45.3549166666667,0,1.69571458333333,168.965844444444,13.6634458333333,412.914912685802,459.089674791086
2019-04-18,19.0924861111111,60.2486666666667,0.254,2.99915347222222,196.040755555556,15.2396604166667,413.840277777778,473.209250696379
2019-04-19,18.1270833333333,91.69175,22.86,3.27278888888889,194.075768055556,2.40836736111111,414.400277777778,85.3255951388889
2019-04-20,10.5256611111111,80.5757083333333,2.032,2.91087222222222,169.476435416667,8.48194236111111,396.465555555556,243.336135285914
2019-04-21,10.6586381944444,66.0013472222222,0,2.98206666666667,174.11611875,17.7745631944444,395.971180555556,564.698834265734
2019-04-22,14.3041168289291,57.2090055632823,0,2.77348539638387,197.115568845619,17.0887350486787,404.988386648122,573.392911826452
2019-04-23,19.8402845388889,48.6431041666667,0,1.80766458333333,159.903026388889,15.8401305555556,425.326279338125,544.199487753674
2019-04-24,21.2417222222222,50.8573819444444,0,1.65451111111111,179.104970833333,12.7287,425.161736020043,412.106025017373
2019-04-25,19.2285486111111,67.4637708333333,0,1.56363402777778,197.596706944444,10.4461986111111,423.285450769405,382.425073611111
2019-04-26,15.2419583333333,70.603625,5.334,2.93735625,151.548625,7.05810277777778,411.355416666667,188.636907885555
2019-04-27,15.1090277777778,40.4494861111111,0,1.83970902777778,149.796801388889,17.15066875,407.115416666667,577.801246689895
2019-04-28,17.9221875,53.9587569444444,0,2.60519375,174.886507638889,13.7539173611111,418.766944444444,535.20430758427
2019-04-29,11.5156111111111,73.5614652777778,0,1.68003055555556,195.603139583333,10.4465243055556,406.117638888889,371.67032960112
2019-04-30,20.6004583333333,68.5234375,0,1.34145486111111,186.911270833333,8.67843194444444,425.634236111111,520.667512964261
2019-05-01,21.6825972222222,69.8910972222222,0,2.25355694444444,209.454588194444,9.01963541666667,436.351999704304,567.351042105263
2019-05-02,20.9363680555556,76.7510347222222,0,1.43566944444444,184.701265277778,6.32397986111111,433.916605284256,478.260085494043
2019-05-03,20.5817361111111,81.2866875,1.524,1.75057708333333,169.219317361111,7.71492847222222,437.514653513286,516.034856039326
2019-05-04,19.9250902777778,83.94325,5.842,1.44347569444444,128.628113888889,6.71214305555556,427.33712444345,411.49351542777
2019-05-05,18.2790208333333,87.0780277777778,8.636,1.63202847222222,156.778802777778,3.51850208333333,409.064104452805,263.187510175439
2019-05-06,17.4451875,68.037125,0,2.14745555555556,196.960141666667,6.539025,404.609036082654,598.16396189132
2019-05-07,17.4844791666667,87.4989444444444,2.54,1.44379236111111,184.075004166667,4.83008611111111,404.902423530866,399.737886459803
2019-05-08,20.6500347222222,77.7779375,0,1.42027569444444,186.320926388889,5.94294305555556,434.155725358542,609.545997181113
2019-05-09,20.8355972222222,76.2015833333333,0,2.09455625,190.43003125,4.92360416666667,428.748570385447,422.519124647887
2019-05-10,20.4999236111111,83.5464791666667,0,2.28231736111111,180.74534375,6.94977777777778,434.31654797023,465.548075352113
2019-05-11,19.5351458333333,94.3250694444444,7.874,1.61110277777778,194.309229861111,10.1062729166667,416.16989754606,210.759912770412
2019-05-12,19.0455625,93.9942291666667,11.684,1.17501319444444,161.368622222222,8.08321388888889,413.394524673656,260.185351748252
2019-05-13,13.9387291666667,77.4592361111111,2.286,1.66693472222222,166.074786111111,11.2988291666667,416.761121878885,396.826534982332
2019-05-14,11.4872777777778,62.3629930555556,0,2.77350138888889,173.474438194444,11.5336173611111,412.66875,425.155393617021
2019-05-15,14.0453979166667,58.8121041666667,0,1.83404305555556,215.943325694444,12.68356875,417.378125,574.029414184397
2019-05-16,17.7590972222222,58.8701944444444,0,2.04149930555556,192.563370138889,14.0981986111111,423.964888219526,597.894105598866
2019-05-17,20.6105138888889,71.838125,1.27,2.05760416666667,167.249825,11.1124125,431.096944444444,467.499549752999
2019-05-18,23.0419930555556,69.2069375,0.762,1.85862916666667,192.779021527778,10.0287736111111,445.512696835998,555.533543647977
2019-05-19,23.4840138888889,72.3672638888889,0,2.12329236111111,206.913001388889,9.74750347222222,450.738472222222,588.764466192171
2019-05-20,23.0616458333333,59.8340486111111,0,1.66998888888889,177.597345138889,10.698925,451.770179867988,548.726500708215
2019-05-21,20.4890356277778,63.0780902777778,0,1.72356944444444,215.484859027778,8.74121875,432.50279275505,562.244525339044
2019-05-22,19.0116736111111,60.6797777777778,0,1.40020972222222,181.354606944444,7.16217569444444,429.165991938638,620.4590056899
2019-05-23,24.2288125,69.5867291666667,0,1.37611805555556,161.234053472222,5.21869652777778,443.837048950236,489.843769559033
2019-05-24,25.9392013888889,62.3087638888889,0,1.98896388888889,152.530024305556,4.38795,453.861912903662,492.045943692088
2019-05-25,24.0124444444444,80.6330555555556,8.382,1.66341458333333,212.996479166667,5.1579125,451.487327183503,542.352059158945
2019-05-26,24.6471944444444,70.822375,11.938,1.99585486111111,167.962636111111,6.38039236111111,458.523475747681,616.852530335475
2019-05-27,23.0174027777778,74.2209930555556,0.254,1.88785763888889,171.1524,5.84650486111111,451.275056830952,585.188521459227
2019-05-28,25.0701319444444,67.2309791666667,0,1.85037847222222,166.9686875,11.2242555555556,460.654367187068,572.432985734665
2019-05-29,24.2199722222222,70.080875,4.064,2.05368125,113.1415375,8.7079625,459.033690373876,439.019273826458
2019-05-30,25.2845416666667,60.1316875,0,2.60344444444444,113.282783333333,10.2818402777778,452.923248497379,555.425082378223
2019-05-31,21.3715347222222,75.1540902777778,10.414,2.24671111111111,197.8537875,8.28627222222222,447.023810035556,436.775399288256
