"Date","CTDChla_ugL_above","CTDChla_ugL","CTDChla_ugL_below","daily_EXOChla_ugL_1","daily_EXOBGAPC_ugL_1","GreenAlgae_ugL_above","GreenAlgae_ugL","GreenAlgae_ugL_below","Bluegreens_ugL_above","Bluegreens_ugL","Bluegreens_ugL_below","BrownAlgae_ugL_above","BrownAlgae_ugL","BrownAlgae_ugL_below","MixedAlgae_ugL_above","MixedAlgae_ugL","MixedAlgae_ugL_below","Temp_C","daily_AirTemp_C","daily_RH_percent","daily_Rain_Total_mm","daily_WindSpeed_Average_m_s","daily_ShortwaveRadiationDown_Average_W_m2","daily_InfraredRadiationDown_Average_W_m2","Flow_cms"
2014-06-04,1.2061,1.7774,2.2336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3108,NA,NA,NA,NA,NA,NA,0.102569440102488
2014-06-05,2.2773,2.9002,2.7058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9391,NA,NA,NA,NA,NA,NA,0.101206421149249
2014-06-06,1.6822,1.8766,2.2098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4176,NA,NA,NA,NA,NA,NA,0.0990136624752493
2014-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0974936580921201
2014-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0970262245198155
2014-06-09,0.9958,1.2497,2.0035,NA,NA,1.97,3.36,3.52,0,0.06,0,0.96,1.83,0.81,0.58,0,0.43,22.2401,NA,NA,NA,NA,NA,NA,0.0967619255364423
2014-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0975972024706428
2014-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101039351915736
2014-06-12,2.071,2.3487,2.5193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8129,NA,NA,NA,NA,NA,NA,0.100151593014602
2014-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0977613840059172
2014-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0973412706020197
2014-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0949178687864978
2014-06-16,0.8213,1.3648,2.0392,NA,NA,1.84,0.57,4.71,0,0.41,0,1.69,2.44,0.58,0,0,0,22.8787,NA,NA,NA,NA,NA,NA,0.0956266297942159
2014-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0969981886902026
2014-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0971524238368682
2014-06-19,1.1982,1.5037,2.1543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0161,NA,NA,NA,NA,NA,NA,0.0966575855743609
2014-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0971287166958123
2014-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0966761342491038
2014-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0934034058533575
2014-06-23,2.5828,2.7772,3.6063,NA,NA,5.28,5.135,5.3,0,0.11,0,2.89,2.59,2.54,0,0,0.39,24.0891,NA,NA,NA,NA,NA,NA,0.0916347747657748
2014-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0940565432445913
2014-06-25,2.2416,2.3685,2.4876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8583,NA,NA,NA,NA,NA,NA,0.0964369732757915
2014-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0962883723969197
2014-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0962271804926911
2014-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0966497462228007
2014-06-29,1.5513,2.0313,2.1622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8403,NA,NA,NA,NA,NA,NA,0.0965437736993898
2014-06-30,1.337,1.7258,2.0948,NA,NA,2.43,2.96,0,0.1,0.075,0,0,0.73,1.18,0,0.53,2.63,24.2948,NA,NA,NA,NA,NA,NA,0.0965202814666654
2014-07-01,1.2656,1.337,1.2537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8722,NA,NA,NA,NA,NA,NA,0.0966740986953195
2014-07-02,0.9205,0.9998,1.3093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.667,NA,NA,NA,NA,NA,NA,0.0976899377509092
2014-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112178954978762
2014-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101822754809142
2014-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0979282368046488
2014-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0967049090702384
2014-07-07,1.0712,1.3965,1.5592,NA,NA,1.26,3.77,1.44,0,0,0,1.71,0,2.08,0.26,0.85,0.63,24.3004,NA,NA,NA,NA,NA,NA,0.0970740840541477
2014-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0969657419388607
2014-07-09,0.9522,1.456,1.6544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8063,NA,NA,NA,NA,NA,NA,0.0979145146287323
2014-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0973208406294961
2014-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0976269173053501
2014-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096126311871645
2014-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0958380531920604
2014-07-14,1.1069,1.218,1.6663,NA,NA,4.31,2.67,2.66,0.88,0.4,0.36,0.22,0.96,1.35,0,0,0.2,25.6012,NA,NA,NA,NA,NA,NA,0.0959833015022117
2014-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0961590183789994
2014-07-16,1.3807,1.7774,1.9123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.58,NA,NA,NA,NA,NA,NA,0.0944207566842058
2014-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094164890418272
2014-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0927266807292463
2014-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0928131333117858
2014-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0935994618245439
2014-07-21,2.797,2.92,3.289,NA,NA,4.39,4.06,6.07,0.05,0.78,0.66,0.09,2.61,2.52,1.24,0.3,0,23.9154,NA,NA,NA,NA,NA,NA,0.0938932357852772
2014-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0901772256393358
2014-07-23,1.6068,1.7853,2.0273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7624,NA,NA,NA,NA,NA,NA,0.0879695976249528
2014-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0932122583013942
2014-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0987366751423212
2014-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0890811936085103
2014-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0886710843697107
2014-07-28,1.8171,1.9123,1.9639,NA,NA,3.67,1.46,4.14,0.76,1.24,0.86,0.84,3.79,2.02,0.83,0,0.48,24.945,NA,NA,NA,NA,NA,NA,0.0876440651887801
2014-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0870111075919536
2014-07-30,1.464,1.6981,2.0115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.626,NA,NA,NA,NA,NA,NA,0.0871752820246486
2014-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0875965745151643
2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0886791708230946
2014-08-02,3.1699,3.2572,3.4953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1282,NA,NA,NA,NA,NA,NA,0.0882326991159491
2014-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0881955282503688
2014-08-04,1.583,1.7615,1.8806,NA,NA,1.4,2.38,3.72,0.62,0.65,0.58,5.09,4.46,3.24,0,0.09,0.12,23.3929,NA,NA,NA,NA,NA,NA,0.0869967119103992
2014-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0869834366662233
2014-08-06,1.0791,1.341,1.7179,NA,NA,1.87,0.97,2.39,0.5,0.31,0,3,2.91,0.82,0,0,0.95,23.8384,NA,NA,NA,NA,NA,NA,0.0871309292363224
2014-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0866167324096249
2014-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0872714637481209
2014-08-09,3.0866,3.5508,3.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2506,NA,NA,NA,NA,NA,NA,0.0983347152849249
2014-08-10,4.0864,4.495,4.6299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3999,NA,NA,NA,NA,NA,NA,0.093182232415466
2014-08-11,3.1104,3.9317,4.9076,NA,NA,5.36,4.8,5.39,1.46,0.77,1.55,4.9,2.75,5.94,0,2.41,0.88,22.2812,NA,NA,NA,NA,NA,NA,0.0993047519999292
2014-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119197129673529
2014-08-13,1.9083,2.2019,2.4757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5154,NA,NA,NA,NA,NA,NA,0.0983810697768036
2014-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091817244646302
2014-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0909544014107205
2014-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0902788363187982
2014-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0906005127588714
2014-08-18,1.9758,3.7452,5.8439,NA,NA,0.09,4.29,2.23,0,0,0.36,2.32,0.82,3.53,1.02,0.97,0.02,22.5314,NA,NA,NA,NA,NA,NA,0.091525806299636
2014-08-19,3.3167,3.7373,4.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6387,NA,NA,NA,NA,NA,NA,0.0904063069217558
2014-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0876354660381054
2014-08-21,2.3527,2.8565,3.1184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4109,NA,NA,NA,NA,NA,NA,0.0871032469585805
2014-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0840169085720334
2014-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0786441094657868
2014-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101394985251855
2014-08-25,2.1622,3.4675,4.987,NA,NA,4.11,0.38,4.85,0.49,0.79,0.2,2.42,4.03,0,0,0,1.56,23.0097,NA,NA,NA,NA,NA,NA,0.0918937808754357
2014-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0875584667595886
2014-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0849790893435679
2014-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0762241341457557
2014-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0533901645485587
2014-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0503805377652543
2014-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0477217227253755
2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0452308874016005
2014-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0447584547321914
2014-09-03,2.2971,2.2416,2.2852,NA,NA,2,3.9,0.49,0.43,0.79,0,1.42,0,3.35,0,0,0.45,25.8134,NA,NA,NA,NA,NA,NA,0.0463273082143238
2014-09-04,NA,NA,NA,NA,NA,2.06,3.96,3.29,0.28,0.43,0.2,0.61,0.94,0.88,0.99,0.29,0.85,NA,NA,NA,NA,NA,NA,NA,0.0472068483043904
2014-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0469703957134214
2014-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0472469275173979
2014-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0471048369454203
2014-09-08,4.13,4.1975,4.0824,NA,NA,5.43,5.65,5.55,0.28,0.69,0.28,2.79,4.28,4.82,0.98,0.24,0.13,24.0478,NA,NA,NA,NA,NA,NA,0.0458634708314704
2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045057507722805
2014-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0441432768507856
2014-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0438257868783415
2014-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0447054303270487
2014-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0450713041396184
2014-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0416715356316158
2014-09-15,4.5149,4.7053,4.8759,NA,NA,4.71,4.37,4.69,0,0.25,0.13,1.91,3.61,3.85,0.82,0,1.57,21.4982,NA,NA,NA,NA,NA,NA,0.0415554157020126
2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0404496502819258
2014-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0389315479035142
2014-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0356146386182805
2014-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034791425617656
2014-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0336257165856927
2014-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0315475979832204
2014-09-22,2.6185,2.9954,3.5627,NA,NA,3.29,6.18,6.13,0.03,0,0,2.2,3.88,6.07,0.91,0.38,0,21.1675,NA,NA,NA,NA,NA,NA,0.0284912771498036
2014-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026886894223838
2014-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0266508642607551
2014-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025991491830401
2014-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0251616399716361
